,개방자치단체코드,관리번호,영업상태명,소재지면적,소재지우편번호,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),경도,위도
127,3010000,3010000-201-2003-00052,영업/정상,32,100197,서울특별시 중구 을지로7가 12,서울특별시 중구 퇴계로 345-6 (을지로7가),박씨네 한옥,여관업,200833.3322,451407.371,127.0073301,37.56494794
128,3010000,3010000-201-2003-00054,영업/정상,205.26,100870,서울특별시 중구 황학동 1014번지 9/5 ,서울특별시 중구 퇴계로87길 42 (황학동,4575,00:40:00,201793.6605,451691.3226,127.0182004,37.56750501
129,3010000,3010000-201-2003-00061,영업/정상,277.08,100042,서울특별시 중구 남산동2가 50-1번지 ,서울특별시 중구 퇴계로18길 79-3 (남산동2가),남산길 하우스,여관업,198586.1397,450583.7556,126.9818965,37.55752638
130,3010000,3010000-201-2003-00068,영업/정상,256.95,100868,서울특별시 중구 황학동 48번지 ,서울특별시 중구 마장로9길 33-32 (황학동),중앙여관,여관업,201565.9949,451930.5913,127.015624,37.56966119
131,3010000,3010000-201-2003-00073,영업/정상,217.8,100-391,서울특별시 중구 장충동1가 58-5,서울특별시 중구 동호로24길 42 (장충동1가),파이프 호스텔,여관업,200432.033,450987.9212,127.0027877,37.56116899
132,3010000,3010000-201-2003-00074,영업/정상,633.37,100873,서울특별시 중구 회현동1가 53-6번지 ,서울특별시 중구 퇴계로12길 39-8 (회현동1가),HOTEL PARK HILL,여관업,198318.0816,450611.692,126.9788627,37.55777762
133,3010000,3010000-201-2003-00075,영업/정상,148.8,100873,서울특별시 중구 회현동1가 46-2 신세계여관,서울특별시 중구 퇴계로12길 39-22,4633,00:09:00,198365.3664,450602.6785,126.9793979,37.5576965
134,3010000,3010000-201-2003-00077,영업/정상,109.09,100874,서울특별시 중구 회현동1가 187-1,서울특별시 중구 퇴계로8길 6-1 (회현동1가),탑호텔(TOP HOTEL),여관업,198137.6142,450748.2432,126.9768199,37.55900757
135,3010000,3010000-201-2003-00078,영업/정상,238.54,100330,서울특별시 중구 주교동 96-1번지 ,서울특별시 중구 청계천로 188 (주교동),호텔 제이스테이(Hotel J-Stay),여관업,199799.2081,451816.8066,126.995625,37.56863719
136,3010000,3010000-201-2003-00079,영업/정상,90,100391,서울특별시 중구 장충동1가 23번지 ,서울특별시 중구 퇴계로60길 11 (장충동1가),케이게스트하우스 동대문 프리미엄점2,여관업,200510.2736,451241.1209,127.0036734,37.56345025
137,3010000,3010000-201-2003-00084,영업/정상,227.38,100420,서울특별시 중구 무학동 59-3 ,서울특별시 중구 다산로35길 22,3층 (무학동),U,201223.0075,451297.6611,127.0117405,37.56395906
138,3010000,3010000-201-2003-00085,영업/정상,982.69,100864,서울특별시 중구 태평로2가 70-2,서울특별시 중구 세종대로 66 (태평로2가),호텔 퍼스트스테이 명동(Hotel firststay myeongdong),여관업,197868.524,451095.9039,126.9737733,37.56213936
139,3010000,3010000-201-2003-00086,영업/정상,317,100230,서울특별시 중구 수표동 35-16번지 ,서울특별시 중구 수표로 68 (수표동),레몬 게스트 하우스,여관업,199030.8062,451659.587,126.9869275,37.56722011
140,3010000,3010000-201-2004-00002,영업/정상,269,100340,서울특별시 중구 산림동 76-2번지 ,서울특별시 중구 창경궁로5가길 27 (산림동),상원장,여관업,199673.0568,451752.147,126.9941971,37.56805457
141,3010000,3010000-201-2004-00003,영업/정상,1,118,100411,서울특별시 중구 광희동1가 150-5번지 외 4필지 ,외 4필지),I,200456.9379,451451.8681,127.0030698,37.56534909
142,3010000,3010000-201-2006-00001,영업/정상,14,210,100021,서울특별시 중구 명동1가 59-5 ,4534,00:40:00,198433.9032,451323.2163,126.9801719,37.56418859
143,3010000,3010000-201-2006-00003,영업/정상,211,100800,서울특별시 중구 남대문로5가 63-5번지 ,서울특별시 중구 통일로 22-8 (남대문로5가),테마21,여관업,197500.9579,450621.2013,126.9696148,37.55786139
144,3010000,3010000-201-2007-00001,영업/정상,11,248.13,100849,서울특별시 중구 을지로4가 310 지상2층일부,서울특별시 중구 을지로 164 (을지로4가,국도관광개발 주식회사 호텔국도,199603.0407,451543.6434,126.9934047,37.56617594
145,3010000,3010000-201-2008-00002,영업/정상,33,362.04,100130,서울특별시 중구 순화동 214외1번지 ,4517,00:59:59,197268.8854,451148.621,126.9669863,37.56261271
146,3010000,3010000-201-2009-00003,영업/정상,3,591.52,100196,서울특별시 중구 을지로6가 32번지 을지로코업레지던스빌딩 ,을지로코업레지던스빌딩),I,200406.5636,451542.2616,127.0024997,37.56616354
147,3010000,3010000-201-2010-00002,영업/정상,262.32,100869,서울특별시 중구 황학동 371-10번지 2~4층 ,서울특별시 중구 퇴계로83길 16 (황학동,4576,00:40:00,201579.8335,451568.9962,127.0157799,37.56640324
148,3010000,3010000-201-2010-00003,영업/정상,5,589.12,100195,서울특별시 중구 을지로5가 77-2번지 3,6,13,200224.8152,451582.6271,127.0004425,37.56652728
149,3010000,3010000-201-2010-00004,영업/정상,1,557.15,100011,서울특별시 중구 충무로1가 24-23 명동하늘빌딩 6,8, 명동하늘빌딩 6,198527.0993,450998.0734,126.9812275,37.56125925
150,3010000,3010000-201-2010-00006,영업/정상,386.49,100180,서울특별시 중구 다동 114 번지 2,3,서울특별시 중구 남대문로9길 8 (다동,4522,198342.2791,451614.0686,126.9791342,37.56680897
151,3010000,3010000-201-2010-00008,영업/정상,2,81.38,100080,서울특별시 중구 북창동 122, 1~10층 (북창동),U,197959.8106,451024.3296,126.9748067,37.56149469
152,3010000,3010000-201-2011-00002,영업/정상,344,100874,서울특별시 중구 회현동1가 199-6번지 7층 ,서울특별시 중구 남대문시장길 61 (회현동1가,4529,00:59:59,198113.9323,450944.4452,126.9765513,37.56077528
153,3010000,3010000-201-2011-00003,영업/정상,136,100330,서울특별시 중구 주교동 136-5 2~4층 ,서울특별시 중구 창경궁로 67-6 (주교동,4545,00:40:00,199715.4286,451800.1655,126.9946767,37.56848722
154,3010000,3010000-201-2011-00005,영업/정상,952.64,100080,서울특별시 중구 북창동 104 3~4층 ,서울특별시 중구 남대문로1길 26-10 (북창동,4526,00:40:00,197986.8957,451089.6626,126.9751131,37.5620834
155,3010000,3010000-201-2011-00006,영업/정상,7,111.91,100845,서울특별시 중구 을지로2가 195-8번지 ,4538,00:59:59,198609.6543,451404.4049,126.982161,37.56492038
156,3010000,3010000-201-2011-00007,영업/정상,310,100340,서울특별시 중구 산림동 293-1번지 3~4층 ,서울특별시 중구 을지로 153-7 (산림동,4544,00:59:59,199489.2402,451626.1467,126.9921166,37.56691922
157,3010000,3010000-201-2011-00008,영업/정상,5,130.29,100861,서울특별시 중구 충무로2가 62-9,4537,00:01:00,198814.8844,451003.687,126.9844846,37.56131026
158,3010000,3010000-201-2011-00010,영업/정상,546.47,100080,서울특별시 중구 북창동 95 ,서울특별시 중구 남대문로1길 26-8 (북창동),피넛호텔,여관업,197971.4235,451099.7887,126.974938,37.5621746
159,3010000,3010000-201-2012-00001,영업/정상,553.72,100809,서울특별시 중구 명동2가 2-7번지 명광빌딩 2~5층 ,서울특별시 중구 명동10길 7-7 (명동2가,4537,00:59:59,198660.3854,451251.3304,126.9827355,37.56354128
160,3010000,3010000-201-2012-00002,영업/정상,1,721.5,100874,서울특별시 중구 회현동1가 199-6 모빅빌딩 4~6층,서울특별시 중구 남대문시장길 61,4529,198113.9323,450944.4452,126.9765513,37.56077528
161,3010000,3010000-201-2012-00003,영업/정상,469.92,100196,서울특별시 중구 을지로6가 53-4번지 1층~5층 ,서울특별시 중구 을지로40길 3 (을지로6가,4561,00:59:59,200368.7653,451552.7777,127.0020719,37.5662583
162,3010000,3010000-201-2012-00006,영업/정상,11,672.05,100021,서울특별시 중구 명동1가 10-1 외 1필지 명동센트럴빌딩, 명동센트럴빌딩),U,198625.2543,451373.686,126.9823376,37.56464364
163,3010000,3010000-201-2012-00007,영업/정상,5,185.47,100861,서울특별시 중구 충무로2가 63-2 ,4537,00:40:00,198695.6586,451034.5095,126.9831352,37.5615878
164,3010000,3010000-201-2012-00008,영업/정상,3,883.37,100801,서울특별시 중구 남대문로5가 84-16번지 ,4527,00:59:59,197711.6301,450541.1714,126.9719993,37.55714089
165,3010000,3010000-201-2013-00001,영업/정상,743.6,100015,서울특별시 중구 충무로5가 19-5 광암라이피아 2~5층 ,서울특별시 중구 퇴계로 245, 광암라이피아),U,199847.3665,451150.4109,126.9961704,37.56263305
166,3010000,3010000-201-2013-00002,영업/정상,1,758.22,100861,서울특별시 중구 충무로2가 62-2번지 외 1필지 ,4537,00:59:59,198797.2986,451041.8933,126.9842855,37.56165447
167,3010000,3010000-201-2013-00003,영업/정상,185.12,100015,서울특별시 중구 충무로5가 19-7번지 4층,5층 , 4층,2017-11-29 10:19:00,199815.7636,451141.6191,126.9958127,37.56255383
168,3010000,3010000-201-2013-00005,영업/정상,2,329.08,100080,서울특별시 중구 북창동 93-43 지1층~7층 , 지1층~7층),U,198047.6741,451117.6741,126.9758009,37.56233591
169,3010000,3010000-201-2013-00008,영업/정상,4,41.31,100080,서울특별시 중구 북창동 17-1 , 지상2층~11층 (북창동),U,197996.3032,451214.9404,126.9752192,37.56321216
170,3010000,3010000-201-2013-00009,영업/정상,513.4,100080,서울특별시 중구 북창동 108-5,서울특별시 중구 남대문로 25-13 (북창동),서울쎈트럴호텔(SEOUL CENTRAL HOTEL),여관업,198005.1343,451061.2131,126.9753196,37.56182711
171,3010000,3010000-201-2013-00011,영업/정상,12,62.82,100094,서울특별시 중구 남대문로4가 17-7번지 2층~15층 , 2층~15층),I,197847.7545,451011.2319,126.9735385,37.56137642
172,3010000,3010000-201-2013-00013,영업/정상,106.42,100847,서울특별시 중구 을지로3가 225-1번지 ,서울특별시 중구 을지로15길 6-15 (을지로3가),서울맘 게스트하우스,여관업,199404.2614,451622.3786,126.9911547,37.56688521
173,3010000,3010000-201-2013-00015,영업/정상,9,26.49,100391,서울특별시 중구 장충동1가 31-7번지 지하2층~지상9층 , 지하2층~지상9층),I,200538.8501,451107.6143,127.0039968,37.56224736
174,3010000,3010000-201-2013-00016,영업/정상,347.1,100800,서울특별시 중구 남대문로5가 17-8번지 1층~3층 ,서울특별시 중구 세종대로2나길 21 (남대문로5가,4527,00:59:59,197687.2689,450686.4446,126.9717232,37.55844972
175,3010000,3010000-201-2014-00001,영업/정상,318.8,100860,서울특별시 중구 충무로2가 12-4번지 금성빌딩 3,4층 , 금성빌딩 3,2017-11-29 10:50:00,198911.0286,451082.2144,126.9855727,37.56201791
176,3010000,3010000-201-2014-00003,영업/정상,1,119.71,100180,서울특별시 중구 다동 115번지 ,4522,00:59:59,198336.8891,451629.5562,126.9790731,37.5669485
177,3010000,3010000-201-2014-00004,영업/정상,641.39,100080,서울특별시 중구 북창동 134-1 4,5,서울특별시 중구 남대문로1길 6,4526,197960.9876,451009.7108,126.9748201,37.56136298
178,3010000,3010000-201-2014-00005,영업/정상,222.27,100013,서울특별시 중구 충무로3가 24-13번지 2,3,서울특별시 중구 수표로 22-4,4555,199101.7051,451201.7209,126.9877306,37.56309487
179,3010000,3010000-201-2014-00006,영업/정상,1,44,100851,서울특별시 중구 을지로6가 18-130번지 기승빌딩 7~9층 , 7~9층 (을지로6가,2019-07-11 13:05:00,200513.5245,451579.0998,127.0037104,37.5664954
180,3010000,3010000-201-2014-00007,영업/정상,7,536.03,100310,서울특별시 중구 오장동 206-2 동대문호텔피에프브이, 동대문호텔피에프브이),U,200113.9996,451324.0261,126.9991882,37.56419733
181,3010000,3010000-201-2014-00008,영업/정상,547.71,100802,서울특별시 중구 남대문로5가 552번지 ,서울특별시 중구 후암로60길 17 (남대문로5가),쿱케이팝,여관업,197719.3535,450586.4252,126.9720866,37.55754864
182,3010000,3010000-201-2014-00009,영업/정상,2,589.38,100011,서울특별시 중구 충무로1가 24-30번지 ,4536,00:59:59,198484.0965,450963.9718,126.9807408,37.56095192
183,3010000,3010000-201-2014-00010,영업/정상,273.72,100013,서울특별시 중구 충무로3가 57-3번지 2F~5F ,서울특별시 중구 퇴계로31길 29 (충무로3가,4554,00:59:59,199237.8591,451136.4603,126.9892718,37.56250701
184,3010000,3010000-201-2014-00011,영업/정상,547.44,100011,서울특별시 중구 충무로1가 24-6 ,서울특별시 중구 명동8나길 9,7층 (충무로1가),U,198554.8834,451001.4481,126.9815419,37.5612897
185,3010000,3010000-201-2014-00012,영업/정상,5,769.68,100310,서울특별시 중구 오장동 181-4번지 ,4561,00:59:59,200171.9358,451444.2464,126.999844,37.56528049
186,3010000,3010000-201-2014-00014,영업/정상,50.58,100874,서울특별시 중구 회현동1가 199-6 모딕빌딩 10층,서울특별시 중구 남대문시장길 61 (회현동1가,4529,00:09:00,198113.9323,450944.4452,126.9765513,37.56077528
187,3010000,3010000-201-2014-00015,영업/정상,4,567.92,100412,서울특별시 중구 광희동2가 238-1 2층~15층, 2층~15층층 (광희동2가),U,200701.1424,451316.5368,127.0058338,37.56412963
188,3010000,3010000-201-2014-00016,영업/정상,1475.52,100-021,서울특별시 중구 명동1가 7-1,서울특별시 중구 명동길 55,13층,2023-04-04 10:50:00,198636.1421,451325.2298,126.982461,37.56420707
189,3010000,3010000-201-2014-00018,영업/정상,419.75,100080,서울특별시 중구 북창동 104 5층 ,서울특별시 중구 남대문로1길 26-10 (북창동,4526,00:40:00,197986.8957,451089.6626,126.9751131,37.5620834
190,3010000,3010000-201-2015-00001,영업/정상,272.2,100-861,서울특별시 중구 충무로2가 51-17,서울특별시 중구 퇴계로 159-8 (충무로2가),올스테이인,숙박업 기타,199037.9165,451051.292,126.9870089,37.56173945
191,3010000,3010000-201-2015-00003,영업/정상,358.02,100-330,서울특별시 중구 주교동 125-2 3,4,서울특별시 중구 청계천로 184,4546,199770.3777,451814.6004,126.9952987,37.5686173
192,3010000,3010000-201-2015-00004,영업/정상,7,406.53,100861,서울특별시 중구 충무로2가 53-10,4553,00:07:00,198990.203,451044.8953,126.9864688,37.56168176
193,3010000,3010000-201-2015-00005,영업/정상,881.81,100851,서울특별시 중구 을지로6가 18-59,서울특별시 중구 을지로43길 9-8,4564,00:02:00,200504.485,451629.3608,127.0036081,37.56694826
194,3010000,3010000-201-2015-00008,영업/정상,534.54,100860,서울특별시 중구 충무로2가 12-17 가나빌딩 4층,5층,서울특별시 중구 명동8가길 33 (충무로2가,4537,198773.9871,451070.3628,126.9840216,37.56191095
195,3010000,3010000-201-2015-00010,영업/정상,303.89,100011,서울특별시 중구 충무로1가 25-50번지 3,4,서울특별시 중구 퇴계로 103,4535,198447.6446,450955.1611,126.9803283,37.56087248
196,3010000,3010000-201-2015-00011,영업/정상,3,383.64,100013,서울특별시 중구 충무로3가 30-1번지 스테이비 호텔 명동 , 스테이비 호텔 명동),I,199295.434,451227.8796,126.9899233,37.56333074
197,3010000,3010000-201-2015-00012,영업/정상,3,374.33,100863,서울특별시 중구 충무로4가 125-11번지 ,4625,00:59:59,199560.4116,451005.6478,126.9929226,37.56132864
198,3010000,3010000-201-2015-00014,영업/정상,5,749.82,100290,서울특별시 중구 예관동 70-2 ,4559,00:40:00,199812.2047,451319.1275,126.9957723,37.56415316
199,3010000,3010000-201-2015-00015,영업/정상,9,973.62,100845,서울특별시 중구 을지로2가 101-1,4542,00:07:00,198991.4807,451591.9121,126.9864825,37.56661033
200,3010000,3010000-201-2015-00016,영업/정상,5,163.73,100013,서울특별시 중구 충무로3가 58-8,4554,00:05:00,199114.933,451143.3582,126.9878804,37.56256904
201,3010000,3010000-201-2015-00017,영업/정상,2,190.38,100310,서울특별시 중구 오장동 90-24번지 , 1~9층 (오장동),I,199921.3975,451313.0036,126.9970082,37.56409801
202,3010000,3010000-201-2015-00018,영업/정상,10421.97,100-250,서울특별시 중구 예장동 2-19,서울특별시 중구 삼일대로2길 50 (예장동),오리엔스호텔&레지던스,관광호텔,199159.9332,450864.4496,126.9883901,37.56005615
203,3010000,3010000-201-2015-00019,영업/정상,456.28,100860,서울특별시 중구 충무로2가 12-27 ,서울특별시 중구 명동8가길 47,8층 (충무로2가),U,198841.349,451075.9012,126.984784,37.56196094
204,3010000,3010000-201-2015-00020,영업/정상,1,116.78,100873,서울특별시 중구 회현동1가 99-18번지 ,4634,00:40:00,198142.8812,450638.8105,126.9768798,37.55802161
205,3010000,3010000-201-2015-00021,영업/정상,747,100860,서울특별시 중구 충무로2가 12-19번지 4층~8층 ,서울특별시 중구 명동8가길 31 (충무로2가,4537,00:59:59,198764.1347,451069.8538,126.9839101,37.56190635
206,3010000,3010000-201-2015-00022,영업/정상,263.27,100197,서울특별시 중구 을지로7가 32-3번지 2층,3층,서울특별시 중구 을지로 282-1,4565,200758.65,451449.2013,127.0064848,37.56532488
207,3010000,3010000-201-2015-00023,영업/정상,12,565.85,100412,서울특별시 중구 광희동2가 17 ,4565,00:40:00,200614.7247,451381.2495,127.0048557,37.56471274
208,3010000,3010000-201-2015-00024,영업/정상,1,377.07,100860,서울특별시 중구 충무로2가 12-7번지 ,4537,00:59:59,198877.8236,451079.5618,126.9851969,37.56199397
209,3010000,3010000-201-2015-00025,영업/정상,165.9,100411,서울특별시 중구 광희동1가 193 광성빌딩  3층,서울특별시 중구 장충단로 225 (광희동1가,4561,00:09:00,200547.6397,451402.8925,127.0040964,37.56490778
210,3010000,3010000-201-2015-00026,영업/정상,393.52,100-804,서울특별시 중구 남창동 9-15 10층,서울특별시 중구 퇴계로 61,4529,00:01:00,198065.8456,450787.3968,126.9760075,37.55936019
211,3010000,3010000-201-2015-00027,영업/정상,613.22,100080,서울특별시 중구 북창동 104번지 2층 ,서울특별시 중구 남대문로1길 26-10,4526,00:59:59,197986.8957,451089.6626,126.9751131,37.5620834
212,3010000,3010000-201-2015-00028,영업/정상,340.22,100310,서울특별시 중구 오장동 139-3번지 4층~6층 ,서울특별시 중구 동호로 345,4547,00:40:00,200113.2657,451434.0577,126.9991799,37.5651887
213,3010000,3010000-201-2015-00029,영업/정상,4,804.48,100400,서울특별시 중구 쌍림동 270-2번지 ,4615,00:40:00,200429.9294,451264.5958,127.0027641,37.5636618
214,3010000,3010000-201-2015-00030,영업/정상,12,388.79,100809,서울특별시 중구 명동2가 31-1 7층~22층 , 7층~22층 (명동2가),U,198619.3882,451135.7403,126.9822717,37.56249976
215,3010000,3010000-201-2015-00031,영업/정상,881.23,100310,서울특별시 중구 오장동 139-18번지 ,서울특별시 중구 동호로 343-1 (오장동),글로리 인(Glory Inn),일반호텔,200114.0471,451422.3838,126.9991888,37.56508352
216,3010000,3010000-201-2015-00032,영업/정상,893.64,100011,서울특별시 중구 충무로1가 24-28번지 11,12,서울특별시 중구 명동2길 57 (충무로1가,4536,198467.5819,450968.9853,126.9805539,37.56099707
217,3010000,3010000-201-2015-00033,영업/정상,357.77,100102,서울특별시 중구 태평로2가 366-1번지 3층 ,서울특별시 중구 덕수궁길 7,4515,00:35:49,197838.5063,451380.7703,126.9734327,37.5647059
218,3010000,3010000-201-2015-00034,영업/정상,2,387.18,100195,서울특별시 중구 을지로5가 274-1번지 (지하1층 면적 제외) ,4547,00:59:59,200110.3353,451549.0544,126.9991467,37.56622481
219,3010000,3010000-201-2015-00035,영업/정상,9,940.25,100070,서울특별시 중구 소공동 70번지 ,4532,00:40:00,198232.0039,451276.3073,126.9778868,37.56376557
220,3010000,3010000-201-2015-00036,영업/정상,1,774.28,100851,서울특별시 중구 을지로6가 18-185 19층,서울특별시 중구 장충단로 263,호텔 밀리오레,200664.5829,451781.8684,127.0054204,37.56832224
221,3010000,3010000-201-2015-00037,영업/정상,18,598.8,100080,서울특별시 중구 북창동 93-52 ,4526,00:40:00,198055.2308,451060.5038,126.9758866,37.56182083
222,3010000,3010000-201-2015-00038,영업/정상,281.12,100847,서울특별시 중구 을지로3가 291-45 2층,서울특별시 중구 충무로 54-3,4549,00:05:00,199321.5604,451526.9013,126.9902187,37.56602491
223,3010000,3010000-201-2015-00039,영업/정상,837.71,100-800,서울특별시 중구 남대문로5가 17-2,서울특별시 중구 세종대로 24-1 (남대문로5가),르코지,여관업,197673.7261,450696.1529,126.9715699,37.55853716
224,3010000,3010000-201-2015-00040,영업/정상,298.24,100411,서울특별시 중구 광희동1가 38-1번지 3층,4층,서울특별시 중구 을지로38길 11,4561,200271.3984,451530.9771,127.0009698,37.56606191
225,3010000,3010000-201-2016-00001,영업/정상,25333.62,100-220,서울특별시 중구 장교동 22-4,서울특별시 중구 삼일대로 362 (장교동),(주)호텔롯데 롯데시티호텔명동,관광호텔,198876.9253,451628.1532,126.9851858,37.56693671
226,3010000,3010000-201-2016-00002,영업/정상,15016.24,100-861,서울특별시 중구 충무로2가 62-12,서울특별시 중구 퇴계로 137 (충무로2가),(주)호텔롯데L7명동,관광호텔,198780.0187,451009.7736,126.98409,37.56136505
227,3010000,3010000-201-2016-00003,영업/정상,976.11,100300,서울특별시 중구 초동 19-10 2층~7층 ,서울특별시 중구 충무로5길 3 (초동,4550,00:40:00,199261.5169,451418.4403,126.9895392,37.56504764
228,3010000,3010000-201-2016-00006,영업/정상,11,378.16,100195,서울특별시 중구 을지로5가 275-3번지 ,4561,00:59:59,200161.1924,451521.4155,126.9997224,37.56597578
229,3010000,3010000-201-2016-00007,영업/정상,509.25,100810,서울특별시 중구 명동2가 52-7 4~6층 ,서울특별시 중구 명동8길 36,4536,00:40:00,198579.953,451091.1367,126.9818255,37.56209783
230,3010000,3010000-201-2016-00008,영업/정상,993.3,100412,서울특별시 중구 광희동2가 360번지 ,서울특별시 중구 장충단로 213,4615,00:35:49,200526.6564,451268.2987,127.0038589,37.56369512
231,3010000,3010000-201-2016-00009,영업/정상,409.41,100412,서울특별시 중구 광희동2가 96번지 1층,2층,4층 ,3층4층 (광희동2가),200792.0686,451392.7896,127.006863,37.56481659
232,3010000,3010000-201-2016-00010,영업/정상,420.7,100809,서울특별시 중구 명동2가 32-2 3~4층,서울특별시 중구 명동8길 21-7,4536,00:00:00,198620.5002,451181.8387,126.9822842,37.5629151
233,3010000,3010000-201-2016-00011,영업/정상,19,58,100094,서울특별시 중구 남대문로4가 17-23번지 , 4~20층 (남대문로4가),I,197891.5649,450990.5935,126.9740344,37.56119058
234,3010000,3010000-201-2016-00013,영업/정상,25,757.87,100850,서울특별시 중구 을지로6가 17-2번지 현대시티타워지하2층,14~22층 ,14~22층),200613.5103,451817.5154,127.0048423,37.56864345
235,3010000,3010000-201-2016-00015,영업/정상,6,366.79,100195,서울특별시 중구 을지로5가 273-4번지 2~20층 , 2~20층 (을지로5가),U,200096.9307,451569.9296,126.998995,37.56641289
236,3010000,3010000-201-2016-00016,영업/정상,89.04,100866,서울특별시 중구 필동1가 10-6번지 2층~5층 ,서울특별시 중구 퇴계로31길 9 (필동1가,4554,00:35:49,199238.8375,451039.7926,126.9892829,37.56163605
237,3010000,3010000-201-2016-00017,영업/정상,3,790.53,100021,서울특별시 중구 명동1가 59-1번지 3~5층 , 3~5층),I,198514.1268,451341.5123,126.9810799,37.56435357
238,3010000,3010000-201-2016-00018,영업/정상,441.54,100021,서울특별시 중구 명동1가 38-1 5,6층,5,2022-08-30 13:52:00,198564.1795,451386.8747,126.9816463,37.56476237
239,3010000,3010000-201-2016-00019,영업/정상,264.6,100411,서울특별시 중구 광희동1가 182-20 2~5층 ,서울특별시 중구 장충단로 229-9 (광희동1가,4561,00:40:00,200538.2033,451456.4171,127.0039897,37.56539004
240,3010000,3010000-201-2016-00021,영업/정상,417.19,100837,서울특별시 중구 신당동 773 18층,서울특별시 중구 마장로 3 (신당동,4567,00:09:00,200863.5941,451837.4816,127.0076731,37.56882316
241,3010000,3010000-201-2016-00024,영업/정상,313.28,100412,서울특별시 중구 광희동2가 43-1번지 3~6층 ,서울특별시 중구 퇴계로 329 (광희동2가,4565,00:40:00,200647.1594,451357.6211,127.0052228,37.56449983
242,3010000,3010000-201-2016-00025,영업/정상,555.6,100860,서울특별시 중구 충무로2가 12-10 3~8층 ,서울특별시 중구 명동8가길 49 (충무로2가,4537,00:40:00,198854.0678,451076.8717,126.984928,37.5619697
243,3010000,3010000-201-2017-00001,영업/정상,5,973.91,100810,서울특별시 중구 명동2가 104번지 3층~20층 , 3층~20층),U,198333.3358,451110.7849,126.9790341,37.56227442
244,3010000,3010000-201-2017-00002,영업/정상,386.04,100-042,서울특별시 중구 남산동2가 36-6 1~2층,서울특별시 중구 소공로6길 29 (남산동2가,4631,00:01:00,198584.7973,450705.2102,126.9818811,37.55862068
245,3010000,3010000-201-2017-00003,영업/정상,15,883.04,100300,서울특별시 중구 초동 72-10 3~16층 , 3~16층),U,199128.5533,451340.5955,126.9880343,37.56434614
246,3010000,3010000-201-2017-00005,영업/정상,212.51,100809,서울특별시 중구 명동2가 3-3번지 5층 ,서울특별시 중구 명동10길 19-3 (명동2가,4537,00:35:49,198659.4462,451198.7893,126.982725,37.56306789
247,3010000,3010000-201-2017-00006,영업/정상,999,100-042,서울특별시 중구 남산동2가 45-10 지하 1층~ 지상 5층,서울특별시 중구 퇴계로18길 67 (남산동2가,4630,00:00:00,198567.9043,450646.3872,126.98169,37.55809066
248,3010000,3010000-201-2017-00007,영업/정상,6,601.21,100032,서울특별시 중구 저동2가 48-27 ,4555,00:40:00,199088.3227,451230.6101,126.9875791,37.56335514
249,3010000,3010000-201-2017-00008,영업/정상,297.52,100080,서울특별시 중구 북창동 94-38 1~3층 ,서울특별시 중구 남대문로1길 26-19 (북창동,4526,00:40:00,198018.794,451118.8737,126.9754741,37.56234666
250,3010000,3010000-201-2017-00009,영업/정상,600.33,100-013,서울특별시 중구 충무로3가 59-22 영한빌딩 3,4,서울특별시 중구 수표로 14,4554,199100.3459,451122.184,126.9877154,37.56237825
251,3010000,3010000-201-2017-00010,영업/정상,178.54,100-042,서울특별시 중구 남산동2가 33-3 1~2층,서울특별시 중구 퇴계로18길 41 (남산동2가,4631,00:03:00,198602.1193,450758.3647,126.982077,37.55909962
252,3010000,3010000-201-2017-00011,영업/정상,166.54,100-042,서울특별시 중구 남산동2가 33 1,2층,1,2023-02-28 11:06:00,198607.6709,450770.8299,126.9821398,37.55921194
253,3010000,3010000-201-2017-00012,영업/정상,430.17,100803,서울특별시 중구 남대문로5가 575번지 1~5층 ,서울특별시 중구 후암로60길 11 (남대문로5가,4637,00:35:49,197616.9273,450266.2638,126.9709285,37.55466375
254,3010000,3010000-201-2017-00013,영업/정상,1,191.64,100860,서울특별시 중구 충무로2가 11-1번지 선샤인빌딩 7층,서울특별시 중구 명동8가길 27 (충무로2가,명동 선샤인 게스트하우스,198737.5538,451081.8946,126.9836093,37.5620148
255,3010000,3010000-201-2017-00015,영업/정상,484.82,100861,서울특별시 중구 충무로2가 66-9번지 4~5층 ,서울특별시 중구 명동8가길 7 (충무로2가,4536,00:59:59,198640.6596,451053.3799,126.9825126,37.56175774
256,3010000,3010000-201-2017-00017,영업/정상,172.23,100412,서울특별시 중구 광희동2가 163-2번지 1,2층 ,1,2018-11-13 11:29:00,200758.9947,451302.331,127.0064886,37.5640016
257,3010000,3010000-201-2017-00020,영업/정상,658.07,100250,서울특별시 중구 예장동 1-43 1층, 2층,서울특별시 중구 필동로8길 77 (예장동,4626,199329.7852,450473.2728,126.9903129,37.55653184
258,3010000,3010000-201-2017-00021,영업/정상,895.08,100031,서울특별시 중구 저동1가 28-3번지 ,서울특별시 중구 삼일대로9길 2-1 (저동1가),이화호텔,일반호텔,198850.2921,451274.5891,126.9848849,37.56375111
259,3010000,3010000-201-2017-00022,영업/정상,499.2,100861,서울특별시 중구 충무로2가 61-2 5~7층,서울특별시 중구 명동8가길 52 (충무로2가,4537,00:01:00,198866.5881,451052.3163,126.9850697,37.56174847
